TOOLTIP_STORED_EXP	Experienta stocata: %s
SKILL_GROUP_ASSASSIN_2	Arc
SKILL_GROUP_HORSE	Calarie
SKILL_GROUP_SHAMAN_1	Zmeu
SKILL_GROUP_SHAMAN_2	Vindecare
SKILL_GROUP_SURA_1	Arme
SKILL_GROUP_SURA_2	Magie
SKILL_GROUP_WARRIOR_1	Corp
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lama fermecata
SKILL_GYEONGGONG	Usurare
SKILL_HEUKSIN	Protectie intunecata
SKILL_HOSIN	Binecuvântare
SKILL_INC_ATKSPD	Viteza de atac a crescut
SKILL_INC_MOVSPD	Viteza de miscare a crescut
SKILL_JEOJU	Blestem
SKILL_JEONGEOP	Vindecare
SKILL_JEONGWI	Iures
SKILL_JEONSINBANGEO	Aparare deplina
SKILL_JEONSINGONGGYEOK	Atac deplin
SKILL_JEUNGRYEOK	Atac +
SKILL_JEUNGSOK	Viteza +
SKILL_JUMAGAP	Armura fermecata
SKILL_KWAESOK	Repeziciune
SKILL_MUYEONG	Spiritul focului
SKILL_NEED_EMPTY_BOTTLE	Nu am nicio sticla goala.	
SKILL_NEED_POISON_BOTTLE	Nu am nicio sticla de otrava.	
SKILL_ONLY_FOR_GUILD_WAR	Poti folosi aceasta calificare doar intr-un razboi de bresle.
SKILL_PABEOP	Alunga vraja.
SKILL_POWERFUL_STRIKE	Atac anestezie
SKILL_SEOMGWANG	Bomba fulger
SKILL_SLEEP	Somn
SKILL_SLOW	incet
SKILL_STUN	Anestezia
SKILL_SUHO	Paznic
SKILL_SUMMON_DESCRIPTION	Sansa incantatiei: %d%%
SKILL_TOOLTIP_INT	Inteligenta
SKILL_TOOLTIP_LEVEL	Nivel
SKILL_TOXICDIE	Otravire
SKILL_TOXICPOWER	Atac otravitor imbunatatit
SKILL_TUSOK	Lovitura de stafie
SOUL_ITEM_TOOLTIP_APPLY	Efectul este activat
SOUL_ITEM_TOOLTIP_BLUE1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Daune abilitate crescute cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_COMMON	Nu si pentru PvP, Transformare
SOUL_ITEM_TOOLTIP_RED1	Timp de joc: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Daune atac crescut cu x%.1f pentru timpul jucat
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Atacuri ramase: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Spiritul expira in
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efectul nu este activat
SOUL_REFINE_FAILURE	Rafinarea a esuat.
SOUL_REFINE_SUCCESS	Rafinare reusita!
STAT_MINUS_CON	Adaptarea Vitalitatii (Sansa ramasa: %d)
STAT_MINUS_DEX	Adaptarea Dexteritatii (Sansa ramasa: %d)
STAT_MINUS_INT	Adaptarea inteligentei (Sansa ramasa: %d)
STAT_MINUS_STR	Ajustarea Puterii (Sansa ramasa: %d)
STAT_TOOLTIP_CON	Creste PV si apararea
STAT_TOOLTIP_DEX	Creste atacul si evadarea
STAT_TOOLTIP_INT	Creste PM, atacul magic si apararea
STAT_TOOLTIP_STR	Creste valoarea atacului si daunele
SYMBOLLIST_TITLE	Anunta steagul breslei
TARGET_BUTTON_ACCEPT_FIGHT	Aproba
TARGET_BUTTON_AVENGE	Razbunare
TARGET_BUTTON_BLOCK	Blocheaza
TARGET_BUTTON_BLOCK_REMOVE	Deblocheaza
TARGET_BUTTON_BUILDING_DESTROY	Distruge
TARGET_BUTTON_DISMOUNT	Descaleca
TARGET_BUTTON_EMOTION_ALLOW	Emotii
TARGET_BUTTON_EXCHANGE	Negociaza
TARGET_BUTTON_EXCLUDE	Exclude
TARGET_BUTTON_EXIT_OBSERVER	inchide modul spectator
TARGET_BUTTON_FIGHT	Duel
TARGET_BUTTON_FRIEND	Prieten
TARGET_BUTTON_INVITE_GUILD	Invitatia breslei
TARGET_BUTTON_INVITE_PARTY	Invitatia grupei
TARGET_BUTTON_LEAVE_PARTY	Paraseste grupa
TARGET_BUTTON_REQUEST_ENTER_PARTY	Alatura-te grupei
TARGET_BUTTON_REVIVE	invie
TARGET_BUTTON_VIEW_EQUIPMENT	Armament
TARGET_BUTTON_WHISPER	Soapta
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Categoria 5.
TARGET_LEVEL_KNIGHT	Categoria 3.
TARGET_LEVEL_PAWN	Categoria 1
TARGET_LEVEL_S_KNIGHT	Categoria 4
TARGET_LEVEL_S_PAWN	Categoria 2
TARGET_TOOLTIP_ATTACK_COUNT	Lovituri Totale: %d
TASKBAR_ATTACK	Ataca
TASKBAR_AUTO	Ataca automat
TASKBAR_CAMERA	Camera
TASKBAR_EXP	Experienta
TASKBAR_HP	PV
TASKBAR_MOVE	Misca
TASKBAR_SKILL	Calificare
TASKBAR_SP	PM
TASKBAR_ST	AP
TENTH_COIN	Monede Aniversare
TENTH_EVENT_ASK_EXCHANGE	Ai nevoie de %d Steaguri Aniversare. doresti sa continui?
THING_COUNT	toate
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Reduce dauna	SNA
TOOLTIP_AFFECT_CONFUSION	Esti in stare de necunostinta.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Reduce sansa la lovitura critica	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Marca Gardienilor	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Raza hidro nu a putut fi oprita.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Reduce apararea	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Fulger
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bonus Ton Auriu	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Haina Uda\nViteza de miscare -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Suflete (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Suflete Rare (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Suport Ocupare \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Alunecare de pe mount	SNA
TOOLTIP_AFFECT_POLYMORPH	Transforma	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Mareste calmarea	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	rezistenta la Daune Abilitate +15% rezistenta la Daune Atac normal +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Elixirul Explorarii	SNA
TOOLTIP_AFFECT_RHP_REGEN	Nu se poate regenera	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bonus Stocare\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bonus Stocare\n+20 aparare	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bonus Stocare\n+1% puncte de viata	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bonus Stocare\n+3% putere impotriva monstrilor	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Daunele cresc la punctele mai mici de rang.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	rezistenta la lovitura critica +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	rezistenta la lovitura patrunzatoare +%d%%	SA
TOOLTIP_ANTI_SELL	Nu poate fi vândut in magazin.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Rata de absorbtie: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Tare impotriva animalelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Tare impotriva ninja +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Vulnerabil Aparare Clopot +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Vulnerabil Aparare Sageata +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Vulnerabil Aparare Gheara +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Tare impotriva Monstrilor Zodiac +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Vulnerabil Aparare Pumnal +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Tare impotriva Monstrilor Desertului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Tare impotriva diavolului +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Vulnerabil Aparare Evantai +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Tare impotriva semi-oamenilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Tare impotriva Insectelor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Tare impotriva esotericilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Tare impotriva monstrilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Tare impotriva orcilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Tare impotriva samanilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Tare impotriva sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Vulnerabil Aparare Sabie +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Vulnerabil Aparare Doua Mâini +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Puternic impotriva vampirilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Tare impotriva razboinicilor +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Puternic impotriva Lycanilor + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Atac sangeros + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Rezistenta impotriva atacului sangeros + %d%%	SA
TOOLTIP_APPLY_BLOCK	Sansa de a bloca un atac corporal +%d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Reface in lupta PM la interval de 5 sec. %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Sansa de lovitura critica +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	Sansa %d%% de a primi inapoi PM la lovituri reusite	SA
TOOLTIP_APPLY_DODGE	Sansa %d%% de a evita atacul cu sageti	SA
TOOLTIP_APPLY_ENCHANT_DARK	Puterea intunecata +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Puterea intunecata +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Puterea Pamântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Puterea Pamântului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Puterea Fulgerului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Puterea Fulgerului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Puterea Focului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Puterea Focului +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Puterea Ghetii +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Puterea Ghetii +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Puterea Vântului +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Puterea Vântului +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	Sansa %d%% la bonus-EXP	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	Sansa %d%% de a arunca de doua ori mai mult Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imun la cazatura	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Aparare impotriva incetinirii	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Aparare impotriva necunostintei	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	Sansa %d%% de a arunca de 2 ori mai multe obiecte	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	Sansa %d%% de a reface PV	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	Sansa %d%% de a reface PM	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% sansa de a jefui SP	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Fara efect
TOOLTIP_APPLY_NO_DEATH_PENALTY	Nu vei pierde puncte de experienta daca iti vei invia caracterul in locul in care a murit.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	Zeul Dragon te ia sub aripile sale protectoare. Daca vei invia pe nava, nu vei pierde puncte de experienta.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	Sansa %d%% la lovituri patrunzatoare	SA
TOOLTIP_APPLY_POISON_PCT	Sansa de otravire %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Rezistenta la otrava %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	%d%% crestere efect al licorii	SA
TOOLTIP_APPLY_REFLECT_CURSE	Sansa %d%% de a reflecta un blestem	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% sansa de a reflecta loviturile atacului corporal	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Sansa de aparare impotriva atacului ninja %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Aparare clopot %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Aparare Gheara +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Aparare pumnal %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Aparare evantai %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	rezistenta vs Semi-Oameni %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	rezistenta la alunecare +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Sansa de aparare impotriva atacului samanilor %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Sansa de aparare impotriva atacului sura %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Aparare cu sabia %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Aparare cu doua mâini %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Sansa de aparare impotriva atacului razboinicilor: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Rezistenta vântului %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Sansa de aparare impotriva atacului Lycan %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Sansa de a invata din carti de 2,5 ori mai buna	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Daca invatatul nu reuseste, ai inca o incercare gratuita.	SNA
TOOLTIP_APPLY_SLOW_PCT	Sansa de incetinire %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% daune vor fi absorbite de PV.	SA
TOOLTIP_APPLY_STEAL_SP	%d%% daune vor fi absorbite de PM.	SA
TOOLTIP_APPLY_STUN_PCT	Sansa de blocare %d%%	SA
TOOLTIP_ARMOR	Armura
TOOLTIP_ARROW	Sageata
TOOLTIP_ASSASSIN	Ninja
TOOLTIP_ATTBONUS_STONE	+%d%% putere impotriva pietrelor Metin	SA
TOOLTIP_ATT_GRADE	Valoarea atacului +%d	SA
TOOLTIP_ATT_SPEED	Viteza de atac +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Viteza atacului redusa	SNA
TOOLTIP_AUTO_POTION_HP	Elixirul Soarelui
TOOLTIP_AUTO_POTION_REST	A mai ramas: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixirul Lunii
TOOLTIP_AUTO_POTION_USING	Activ
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Atac-Automat	SNA
TOOLTIP_BATTLE_POTION	Zona de Razboi Licoare de Lupta	SNA
TOOLTIP_BOW_DISTANCE	Autonomia arcului +%dm	SA
TOOLTIP_BUYPRICE	Pret: %s
TOOLTIP_CAST_SPEED	Viteza farmecului +%d%%	SA
TOOLTIP_CON	Vitalitate +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus costum %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbtie %d%% daune in PV	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbtie %d%% daune in PM	SA
TOOLTIP_DEF_GRADE	Aparare +%d	SA
TOOLTIP_DEX	Dexteritate +%d	SA
TOOLTIP_DRAGON_SOUL_DECK1	Cer	SNA
TOOLTIP_DRAGON_SOUL_DECK2	Pamânt	SNA
TOOLTIP_DS_SET	Efect Set SPD	SNA
TOOLTIP_EAR	Cercel
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	etc.
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
BONUS_EVENT	Eveniment Bonus:
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	al 5lea bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1 bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Puncte: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Nivel: %d
TOOLTIP_FISHINGROD_UPGRADE1	Da-o pescarului
TOOLTIP_FISHINGROD_UPGRADE2	pentru a realiza din ea
TOOLTIP_FISHINGROD_UPGRADE3	undita
TOOLTIP_FISH_LEN	Lungime: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	al 4lea bonus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Accelerare +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Binecuvântarea Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Sângele Zeului Dragon +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Mânia Zeului Dragon +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Ajutor Fermecat +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Armura Sfânta +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% drop obiecte | +10% putere impotriva monstrilor	SNA
TOOLTIP_HELMET	Coif
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Obtine Puterea intunecata pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Obtine Puterea Pamânt pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Obtine Puterea Fulger pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Obtine Puterea Focului pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Obtine Puterea Ghetii pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Obtine Puterea Vântului pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Obtine Rezist. la intuneric pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Obtine Rezist. la Pamânt pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Obtine Rezist. la Fulger pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Obtine Rezist. la Foc pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Obtine Rezist. la Gheata pentru %d sec. in lupta	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Obtine Rezist. la Vânt pentru %d sec. in lupta	SA
TOOLTIP_HP_REGEN	Regenerarea PV +%d%%	SA
TOOLTIP_INT	Inteligenta +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER	Valoarea atacului %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Valoarea atacului %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Valoarea atacului %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Viteza de atac %s
TOOLTIP_ITEM_DEF_GRADE	Aparare %d
TOOLTIP_ITEM_FAST	Repede
TOOLTIP_ITEM_LIMIT_CON	Limita superioara a vitalitatii %d
TOOLTIP_ITEM_LIMIT_DEX	Limita Superioara a Dexteritatii: %d
TOOLTIP_ITEM_LIMIT_INT	Limita superioara a inteligentei: %d
TOOLTIP_ITEM_LIMIT_LEVEL	De la nivelul: %d
TOOLTIP_ITEM_LIMIT_STR	Limita superioara a Puterii: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Valoarea atacului magic %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Valoarea atacului magic %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Aparare magica %d
TOOLTIP_ITEM_NORMAL	Normal
TOOLTIP_ITEM_SLOW	incet
TOOLTIP_ITEM_VERY_FAST	Foarte repede
TOOLTIP_ITEM_VERY_SLOW	Foarte incet
TOOLTIP_ITEM_WEARABLE_JOB	[ echipabil ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Numar norocos: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Atac magic +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Valoarea atacului magic +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Aparare magica +%d	SA
TOOLTIP_MALL_ATTBONUS	Valoarea atacului +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	Valoarea Atacului	SNA
TOOLTIP_MALL_AUTOLOOT	Yang este insusit automat.	SNA
TOOLTIP_MALL_DEFBONUS	Aparare +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Aparare 	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP-Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	50% mai mult EXP	SNA
TOOLTIP_MALL_FISH_MIND	Sansa de a prinde un peste este mai mare.	SNA
TOOLTIP_MALL_GOLDBONUS	Sansa de drop Yang a crescut cu %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Sansa de drop Yang dublata	SNA
TOOLTIP_MALL_ITEMBONUS	Sansa de drop obiect a crescut cu %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Sansa de a aduna obiecte plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Sansa de drop obiect a crescut cu 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Punctele de dragoste cresc mai repede.	SNA
TOOLTIP_MALL_SAFEBOX	Mai mult spatiu de depozitare sta la dispozitie.	SNA
TOOLTIP_MAX_HP	Max. PV +%d	SA
TOOLTIP_MAX_HP_PCT	Max. PV +%d%%	SA
TOOLTIP_MAX_SP	Max. PM +%d	SA
TOOLTIP_MAX_SP_PCT	Max. PM +%d%%	SA
TOOLTIP_MAX_STAMINA	rezistenta max. +%d	SA
TOOLTIP_MELEE_MAGIC_ATTBONUS_PER	Atac cu arma/magic +%d%%	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	EROARE-GPS(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Daunele primite sunt reduse cu %d%% daca ai 90%% PV	SA
TOOLTIP_MOV_SPEED	Viteza de miscare %d%%	SA
TOOLTIP_NECK	Colier
TOOLTIP_NEED_ALL_SP	PM necesare: Max.
TOOLTIP_NEED_GSP	Spirit Dragon necesar: %d
TOOLTIP_NEED_HP	PV necesare: %d
TOOLTIP_NEED_HP_PER_SEC	PV/Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Puncte de calificare necesare:
TOOLTIP_NEED_SP	PM necesare: %d
TOOLTIP_NEED_SP_PER_SEC	SP/Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Nivelul urmator: %d (Max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Nivelul urmator: %d (Max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% sansa de a bloca un atac	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Paguba medie %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% daune de atac impotriva sefilor	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Rezistenta medie la paguba %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% daune de atac de la sefi	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Peste %d membri ai grupei
TOOLTIP_PARTY_INFO_GRADE_UP2	Categoria de atac +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Nivel de aparare +%d	
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	PV/PM ale tuturor membrilor grupei reinnoite odata in 60 de minute.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	PV/PM ale tuturor membrilor grupei reinnoite odata in 30 de minute.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Trebuie sa astepti 3 minute dupa moartea membrului grupei.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Poti striga incoace oricând membri ai grupei de pe acelasi server.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Categoria de atac +(Membri grupei/2) %d atacatorii pot fi alesi.
TOOLTIP_PARTY_INFO_SET_TANKER	Nivelul de aparare +(Numar Membri Grupa) luptatorii cu sabia 1 pot fi alesi.	
TOOLTIP_PARTY_SKILL_LEVEL	Nivel actual: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Atac/aparare imbunatatit]
TOOLTIP_PARTY_TITLE_HEAL	[Reface]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Mai mult de %d membri ai grupei ofera %d%% EXP-bonus.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus-EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Striga incoace]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Stabileste atacatorul]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Stabileste luptator cu sabia]
TOOLTIP_PEPSI_EVENT	5% bonus de EXP si 5% sansa marita de colectare obiecte.	SNA
TOOLTIP_PICK_EXP	Puncte: %d / %d
TOOLTIP_PICK_LEVEL	Nivel: %d
TOOLTIP_PICK_UPGRADE1	Da-o taietorului de lemne
TOOLTIP_PICK_UPGRADE2	pentru a realiza din ea
TOOLTIP_PICK_UPGRADE3	Târnacop
TOOLTIP_POTION_CURE	Anuleaza efectele negative.
TOOLTIP_POTION_MIN	Min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Viteza de atac +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ATK BONUS MONSTRU: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	rezistenta DAUNE: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	PV +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	PV +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Viteza de miscare +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	rezistenta iNTUNERIC: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	rezistenta PaMÂNT: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	rezistenta GHEAta: +%d%%
